Day1StartTime,Day1EndTime,Sex,Age,Race,Education,Employment,PoliticalAffiliationCategorical,PoliticalAffiliationSlidingScale,Healthy_VaxscalePretest,Diseases_VaxScalePretest,Diseases_VaxScalePretest_Reversed,Doctors_VaxScalePreTest,Sideeffects_VaxScalePreTest,Sideeffects_VaccScalePreTest_Reversed,Planto_VaxScalePreTest,PreTestVaccinationAttitude,Autism_PreTest,EligibleToReturn,Returned,StartDate_day2,EndDate_day2,Condition,Condition Code,PostTest Vaccination Attitude,VaxAttitudeChangeScore,Healthy_VaxscalePosttest,Diseases_VaxScalePosttest,Diseases_VaxScalePosttest_Reversed,Doctors_VaxScalePostTest,Sideeffects_VaxScalePostTest,Sideeffects_VaxScalePostTest_Reversed,Planto_VaxScalePostTest,AutismAttitude_PostTest,AttentionCheck_PostTest (if = 4 then include),Parent,Number_of_children,Oldest_child_age,Youngest_child_age,hopeful_parent,YourFluShot,ExpectYourFluShot,ChildFluShot,ExpectYourChildFluShot,RefuseVaccination,Vaxwork,AttentionChecks_Sum(include if = 4),Paid_Attention,Excluded,preTest_Tercile,
1/12/15 10:28,1/12/15 10:32,1,24,5,4,3,2,38,5,5,2,5,3,4,5,4.2,2,1,1,1/13/15 14:32,1/13/15 14:36,Autism Correction,1,4.6,0.4,5,5,2,6,2,5,5,2,4,0,,,,3,0,1,,,,0,4,1,0,1,
1/12/15 9:11,1/12/15 9:17,2,34,1,6,1,2,19,5,3,4,4,3,4,4,4.2,3,1,1,1/13/15 16:04,1/13/15 16:09,Autism Correction,1,4.8,0.6,5,3,4,5,3,4,6,2,4,0,,,,1,0,0,,,,1,4,1,0,1,
1/12/15 9:21,1/12/15 9:29,2,47,1,4,1,2,0,5,3,4,4,4,3,6,4.4,5,1,1,1/13/15 12:04,1/13/15 12:15,Autism Correction,1,5,0.6,1,1,6,6,1,6,6,1,4,1,5,17,5,,1,1,1,1,0,0,4,1,0,1,
1/12/15 9:31,1/12/15 9:39,1,28,1,5,1,2,13,4,2,5,5,4,3,5,4.4,4,1,1,1/13/15 14:42,1/13/15 14:46,Autism Correction,1,3.6,-0.8,3,3,4,2,3,4,5,3,4,1,1,1,1,,1,1,1,1,0,0,4,1,0,1,
1/12/15 9:08,1/12/15 9:12,1,23,1,4,1,2,36,5,5,2,5,2,5,5,4.4,3,1,1,1/13/15 9:03,1/13/15 9:14,Autism Correction,1,4.8,0.4,5,4,3,5,2,5,6,2,4,1,1,2,2,,0,1,0,1,0,1,4,1,0,1,
1/12/15 10:21,1/12/15 10:25,1,28,1,3,2,2,18,5,1,6,2,3,4,6,4.6,3,1,1,1/13/15 10:12,1/13/15 10:17,Autism Correction,1,4.8,0.2,6,1,6,3,4,3,6,2,4,0,,,,0,0,0,,,,1,4,1,0,2,
1/12/15 9:30,1/12/15 9:34,2,42,1,2,1,2,21,5,2,5,5,4,3,5,4.6,4,1,1,1/13/15 9:08,1/13/15 9:13,Autism Correction,1,4.8,0.2,5,2,5,4,2,5,5,4,4,0,,,,0,1,1,,,,1,4,1,0,2,
1/12/15 9:35,1/12/15 9:40,2,28,3,3,5,2,2,5,2,5,3,2,5,5,4.6,2,1,1,1/13/15 9:18,1/13/15 9:27,Autism Correction,1,4.8,0.2,5,2,5,3,2,5,6,2,4,1,2,3,3,,0,0,1,1,0,1,4,1,0,2,
1/12/15 9:45,1/12/15 9:51,2,36,1,2,2,2,40,6,3,4,6,6,1,6,4.6,1,1,1,1/13/15 9:14,1/13/15 9:20,Autism Correction,1,5,0.4,5,3,4,5,2,5,6,1,4,1,3,16,0.583,,0,0,0,0,0,1,4,1,0,2,
1/12/15 10:31,1/12/15 10:35,1,28,1,4,2,2,28,4,3,4,5,2,5,5,4.6,1,1,1,1/13/15 14:09,1/13/15 14:14,Autism Correction,1,4.8,0.2,5,3,4,5,2,5,5,2,4,0,,,,3,0,0,,,,1,4,1,0,2,
1/12/15 9:17,1/12/15 9:23,2,42,3,2,1,2,0,6,4,3,6,3,4,5,4.8,2,1,1,1/13/15 9:48,1/13/15 9:54,Autism Correction,1,4.4,-0.4,6,4,3,6,6,1,6,1,4,1,2,16,10,,1,1,1,1,0,1,4,1,0,2,
1/12/15 10:30,1/12/15 10:33,2,30,1,3,1,2,0,5,2,5,4,2,5,5,4.8,4,1,1,1/13/15 9:45,1/13/15 9:48,Autism Correction,1,4.6,-0.2,5,3,4,4,2,5,5,4,4,1,2,6,5,,0,0,0,0,1,1,4,1,0,2,
1/12/15 9:25,1/12/15 9:28,2,23,1,4,1,2,11,6,1,6,5,6,1,6,4.8,1,1,1,1/13/15 11:16,1/13/15 11:19,Autism Correction,1,5.8,1,6,1,6,5,1,6,6,1,4,0,,,,0,1,1,,,,1,4,1,0,2,
1/12/15 10:19,1/12/15 10:23,1,43,1,6,3,2,0,6,2,5,2,2,5,6,4.8,2,1,1,1/13/15 17:06,1/13/15 17:11,Autism Correction,1,3.8,-1,5,2,5,2,5,2,5,2,4,0,,,,0,0,0,,,,1,4,1,0,2,
1/12/15 10:29,1/12/15 10:34,1,26,2,3,1,2,13,5,2,5,5,2,5,5,5,2,1,1,1/13/15 15:07,1/13/15 15:11,Autism Correction,1,5.2,0.2,6,2,5,5,3,4,6,2,4,1,2,4,2,,0,1,1,0,0,1,4,1,0,2,
1/12/15 9:46,1/12/15 9:48,2,24,1,4,1,2,0,5,1,6,4,2,5,5,5,1,1,1,1/13/15 17:39,1/13/15 17:43,Autism Correction,1,5.2,0.2,5,2,5,4,1,6,6,1,4,0,,,,3,0,0,,,,1,4,1,0,2,
1/12/15 9:27,1/12/15 9:40,2,27,1,4,5,2,36,5,2,5,5,2,5,5,5,2,1,1,1/13/15 9:08,1/13/15 9:21,Autism Correction,1,5,0,5,2,5,5,2,5,5,2,4,1,1,0,0,,0,0,1,1,0,1,4,1,0,2,
1/12/15 9:19,1/12/15 9:24,2,54,1,6,6,2,22,6,1,6,6,6,1,6,5,1,1,1,1/13/15 9:14,1/13/15 9:19,Autism Correction,1,6,1,6,1,6,6,1,6,6,1,4,1,1,33,33,,1,1,0,0,0,1,4,1,0,2,
1/12/15 9:20,1/12/15 9:24,2,59,1,6,2,2,16,6,4,3,5,2,5,6,5,1,1,1,1/13/15 10:55,1/13/15 11:05,Autism Correction,1,5.4,0.4,6,3,4,5,1,6,6,2,4,1,1,26,26,,0,1,0,1,1,1,4,1,0,2,
1/12/15 9:17,1/12/15 9:22,1,57,1,4,1,2,9,6,1,6,6,1,6,1,5,1,1,1,1/13/15 9:22,1/13/15 9:26,Autism Correction,1,4.8,-0.2,6,1,6,5,1,6,1,1,4,0,,,,0,0,0,,,,1,4,1,0,2,
1/12/15 10:14,1/12/15 10:22,2,29,1,4,1,2,0,6,2,5,4,2,5,5,5,1,1,1,1/13/15 15:34,1/13/15 15:41,Autism Correction,1,4.8,-0.2,6,2,5,4,3,4,5,1,4,0,,,,2,0,0,,,,1,4,1,0,2,
1/12/15 9:58,1/12/15 10:02,1,31,1,3,4,2,14,6,2,5,5,2,5,5,5.2,2,1,1,1/13/15 13:26,1/13/15 13:30,Autism Correction,1,4,-1.2,4,3,4,4,3,4,4,3,4,0,,,,0,0,0,,,,1,4,1,0,2,
1/12/15 9:14,1/12/15 9:18,2,22,7,4,2,2,17,5,2,5,5,2,5,6,5.2,1,1,1,1/13/15 14:26,1/13/15 14:31,Autism Correction,1,5.6,0.4,5,1,6,5,1,6,6,1,4,0,,,,2,1,1,,,,1,4,1,0,2,
1/12/15 9:44,1/12/15 9:47,1,40,1,2,5,2,9,6,1,6,4,1,6,5,5.4,1,1,1,1/13/15 9:43,1/13/15 9:46,Autism Correction,1,5,-0.4,5,1,6,4,1,6,4,1,4,0,,,,0,0,0,,,,1,4,1,0,2,
1/12/15 9:25,1/12/15 9:29,1,55,1,3,1,2,2,5,1,6,5,1,6,6,5.6,1,1,1,1/13/15 9:58,1/13/15 10:02,Autism Correction,1,5,-0.6,5,2,5,5,2,5,5,2,4,0,,,,2,1,1,,,,1,4,1,0,3,
1/12/15 9:48,1/12/15 9:52,1,35,1,6,3,2,45,6,1,6,4,1,6,6,5.6,2,1,1,1/13/15 9:05,1/13/15 9:09,Autism Correction,1,5.6,0,6,1,6,4,1,6,6,1,4,1,2,17,14,,0,0,1,1,0,1,4,1,0,3,
1/12/15 9:13,1/12/15 9:17,2,28,1,5,2,2,5,6,1,6,5,2,5,6,5.6,2,1,1,1/13/15 15:12,1/13/15 15:16,Autism Correction,1,4.8,-0.8,6,1,6,4,5,2,6,1,4,0,,,,2,1,1,,,,1,4,1,0,3,
1/12/15 9:18,1/12/15 9:21,2,23,7,4,1,2,0,6,1,6,6,3,4,6,5.6,1,1,1,1/13/15 10:25,1/13/15 10:31,Autism Correction,1,6,0.4,6,1,6,6,1,6,6,1,4,0,,,,0,0,0,,,,1,4,1,0,3,
1/12/15 9:44,1/12/15 9:49,1,69,1,5,6,2,0,6,1,6,6,1,6,5,5.8,1,1,1,1/13/15 14:15,1/13/15 14:22,Autism Correction,1,5,-0.8,6,1,6,6,6,1,6,1,4,0,,,,0,1,1,,,,1,4,1,0,3,
1/12/15 10:34,1/12/15 10:37,1,39,5,6,1,2,32,6,1,6,5,1,6,6,5.8,1,1,1,1/13/15 18:16,1/13/15 18:25,Autism Correction,1,4.6,-1.2,5,1,6,5,6,1,6,1,4,1,2,4,1,,1,1,1,1,0,0,4,1,0,3,
1/12/15 9:15,1/12/15 9:18,2,32,2,4,5,2,34,6,1,6,5,1,6,6,5.8,1,1,1,1/13/15 10:37,1/13/15 10:44,Autism Correction,1,5.8,0,6,1,6,5,1,6,6,1,4,1,2,10,6,,0,0,0,0,0,1,4,1,0,3,
1/12/15 10:01,1/12/15 10:05,1,53,1,5,1,2,16,6,1,6,5,1,6,6,5.8,1,1,1,1/13/15 17:29,1/13/15 17:34,Autism Correction,1,5.8,0,6,1,6,5,1,6,6,1,4,1,1,14,14,,1,1,1,1,0,1,4,1,0,3,
1/12/15 9:18,1/12/15 9:23,2,37,1,3,5,2,31,6,1,6,5,1,6,6,5.8,1,1,1,1/13/15 9:12,1/13/15 9:20,Autism Correction,1,5.8,0,6,1,6,5,1,6,6,1,4,0,,,,0,1,1,,,,1,4,1,0,3,
1/12/15 9:55,1/12/15 9:59,1,33,1,3,2,2,39,6,1,6,5,1,6,6,5.8,1,1,1,1/13/15 9:11,1/13/15 9:17,Autism Correction,1,5.8,0,6,1,6,5,1,6,6,1,4,1,1,5,5,,0,0,1,1,0,1,4,1,0,3,
1/12/15 9:26,1/12/15 9:29,2,30,5,6,1,2,19,6,1,6,6,1,6,6,6,1,1,1,1/13/15 16:19,1/13/15 16:22,Autism Correction,1,5.8,-0.2,6,1,6,5,1,6,6,1,4,0,,,,2,1,1,,,,1,4,1,0,3,
1/12/15 10:04,1/12/15 10:08,2,39,1,6,1,2,15,6,1,6,6,1,6,6,6,1,1,1,1/13/15 17:20,1/13/15 17:24,Autism Correction,1,6,0,6,1,6,6,1,6,6,1,4,1,2,7,5,,1,1,1,1,0,1,4,1,0,3,
1/12/15 9:13,1/12/15 9:15,2,28,1,6,1,2,17,6,1,6,6,1,6,6,6,1,1,1,1/13/15 9:25,1/13/15 9:30,Autism Correction,1,6,0,6,1,6,6,1,6,6,1,4,0,,,,2,1,1,,,,1,4,1,0,3,
1/12/15 9:54,1/12/15 9:59,1,33,1,6,1,2,10,6,1,6,6,1,6,6,6,1,1,1,1/13/15 12:43,1/13/15 12:48,Autism Correction,1,6,0,6,1,6,6,1,6,6,1,4,1,2,10,8,,0,1,1,1,0,1,4,1,0,3,
1/12/15 9:56,1/12/15 10:01,1,27,2,3,2,2,0,6,1,6,6,1,6,6,6,1,1,1,1/13/15 9:13,1/13/15 9:17,Autism Correction,1,6,0,6,1,6,6,1,6,6,1,4,1,1,0.6666,0.6666,,0,0,1,1,0,1,4,1,0,3,
1/12/15 10:18,1/12/15 10:24,1,29,1,4,4,2,22,6,1,6,6,1,6,6,6,1,1,1,1/13/15 9:24,1/13/15 9:30,Autism Correction,1,6,0,6,1,6,6,1,6,6,1,4,0,,,,2,0,1,,,,1,4,1,0,3,
1/12/15 10:00,1/12/15 10:05,1,31,1,4,2,3,48,1,3,4,1,3,4,2,2.4,6,1,1,1/13/15 10:48,1/13/15 10:54,Autism Correction,1,2.6,0.2,2,4,3,3,4,3,2,6,4,0,,,,0,0,0,,,,1,4,1,0,1,
1/12/15 10:06,1/12/15 10:12,1,41,1,3,2,3,63,6,1,6,5,1,6,6,5.8,1,1,1,1/13/15 16:46,1/13/15 16:52,Autism Correction,1,4.8,-1,6,1,6,5,6,1,6,2,4,1,2,15,13,,0,0,0,0,0,1,4,1,0,3,
1/12/15 9:54,1/12/15 10:00,1,28,1,3,1,3,50,6,1,6,6,1,6,6,6,1,1,1,1/13/15 9:11,1/13/15 9:15,Autism Correction,1,6,0,6,1,6,6,1,6,6,1,4,0,,,,3,0,0,,,,1,4,1,0,3,
1/12/15 9:16,1/12/15 9:20,2,53,1,2,3,4,62,6,2,5,3,1,6,5,5,1,1,1,1/13/15 9:16,1/13/15 9:21,Autism Correction,1,5.2,0.2,6,1,6,3,1,6,5,1,4,1,2,27,24,,0,0,0,0,0,1,3,1,1,2,
1/12/15 9:29,1/12/15 9:33,2,31,1,3,5,4,90,5,2,5,4,2,5,6,5,2,1,1,1/13/15 10:41,1/13/15 10:45,Autism Correction,1,5.6,0.6,6,2,5,5,1,6,6,1,5,1,2,7,3,,1,1,1,1,0,1,3,1,1,2,
1/12/15 10:33,1/12/15 10:37,1,39,1,3,3,4,15,6,1,6,5,1,6,6,5.8,1,1,1,1/13/15 16:08,1/13/15 16:12,Autism Correction,1,5.8,0,6,1,6,5,1,6,6,1,5,0,,,,0,0,0,,,,1,3,1,1,3,
1/12/15 9:31,1/12/15 9:37,2,50,1,4,1,4,34,4,4,3,2,3,4,4,3.4,3,1,1,1/13/15 9:16,1/13/15 9:22,Autism Correction,1,3.6,0.2,4,4,3,3,3,4,4,3,4,0,,,,0,0,0,,,,1,4,1,0,1,
1/12/15 9:49,1/12/15 9:54,2,58,1,3,2,4,81,4,4,3,2,3,4,5,3.6,5,1,1,1/13/15 9:50,1/13/15 9:55,Autism Correction,1,3.8,0.2,4,4,3,3,3,4,5,4,4,1,4,36,18,,0,0,0,0,0,1,4,1,0,1,
1/12/15 9:36,1/12/15 9:41,2,31,1,2,2,4,8,5,4,3,4,6,1,5,3.6,4,1,1,1/13/15 14:41,1/13/15 14:47,Autism Correction,1,4.6,1,6,4,3,5,3,4,5,3,4,0,,,,1,0,0,,,,1,4,1,0,1,
1/12/15 9:57,1/12/15 10:00,2,32,1,4,1,4,8,5,3,4,2,2,5,2,3.6,4,1,1,1/13/15 11:44,1/13/15 11:51,Autism Correction,1,3.4,-0.2,5,2,5,2,4,3,2,4,4,0,,,,0,0,0,,,,1,4,1,0,1,
1/12/15 9:27,1/12/15 9:31,1,29,1,4,1,4,45,4,3,4,5,3,4,4,4.2,3,1,1,1/13/15 14:27,1/13/15 14:30,Autism Correction,1,4.6,0.4,5,3,4,5,3,4,5,2,4,0,,,,2,0,1,,,,1,4,1,0,1,
1/12/15 9:58,1/12/15 10:03,2,53,1,4,4,4,50,5,3,4,4,3,4,4,4.2,4,1,1,1/13/15 9:56,1/13/15 10:01,Autism Correction,1,3.8,-0.4,4,3,4,4,4,3,4,4,4,1,1,13,13,,1,1,0,1,0,1,4,1,0,1,
1/12/15 9:16,1/12/15 9:21,1,43,1,3,1,4,16,6,1,6,4,6,1,5,4.4,2,1,1,1/13/15 14:58,1/13/15 15:04,Autism Correction,1,4.4,0,6,2,5,5,6,1,5,1,4,1,3,16,12,,0,0,0,0,0,1,4,1,0,1,
1/12/15 9:38,1/12/15 9:44,2,26,3,4,2,4,23,6,2,5,2,2,5,4,4.4,4,1,1,1/13/15 9:07,1/13/15 9:13,Autism Correction,1,4.4,0,5,2,5,3,3,4,5,4,4,0,,,,2,0,0,,,,1,4,1,0,1,
1/12/15 9:31,1/12/15 9:35,1,23,1,5,2,4,50,5,4,3,4,2,5,5,4.4,5,1,1,1/13/15 17:46,1/13/15 17:51,Autism Correction,1,4.8,0.4,5,2,5,4,2,5,5,3,4,0,,,,3,0,0,,,,1,4,1,0,1,
1/12/15 10:18,1/12/15 10:25,2,60,1,4,2,4,22,5,2,5,3,2,5,5,4.6,2,1,1,1/13/15 11:28,1/13/15 11:37,Autism Correction,1,4.6,0,5,2,5,3,2,5,5,2,4,1,2,33,29,,0,0,0,0,0,1,4,1,0,2,
1/12/15 9:25,1/12/15 9:30,1,38,3,4,1,4,42,5,3,4,4,2,5,5,4.6,2,1,1,1/13/15 9:09,1/13/15 9:14,Autism Correction,1,4.8,0.2,5,2,5,4,2,5,5,2,4,0,,,,2,1,1,,,,1,4,1,0,2,
1/12/15 9:29,1/12/15 9:33,2,32,1,4,4,4,50,5,2,5,4,2,5,5,4.8,1,1,1,1/13/15 9:55,1/13/15 9:59,Autism Correction,1,4.8,0,5,2,5,4,2,5,5,1,4,0,,,,0,0,0,,,,1,4,1,0,2,
1/12/15 10:32,1/12/15 10:37,2,31,1,4,5,4,85,6,1,6,5,5,2,5,4.8,2,1,1,1/13/15 9:08,1/13/15 9:14,Autism Correction,1,5,0.2,6,1,6,5,5,2,6,2,4,1,2,7,4,,0,0,0,0,1,1,4,1,0,2,
1/12/15 9:40,1/12/15 9:46,2,58,1,3,5,4,4,6,1,6,3,4,3,6,4.8,4,1,1,1/13/15 9:18,1/13/15 9:30,Autism Correction,1,4.2,-0.6,6,1,6,3,4,3,3,3,4,1,3,39,24,,0,0,1,1,0,1,4,1,0,2,
1/12/15 9:10,1/12/15 9:17,2,29,3,5,3,4,0,6,1,6,2,1,6,5,5,5,1,1,1/13/15 13:39,1/13/15 13:46,Autism Correction,1,5.2,0.2,5,1,6,5,2,5,5,3,4,0,,,,3,1,1,,,,1,4,1,0,2,
1/12/15 9:21,1/12/15 9:26,2,52,1,6,2,4,37,6,1,6,6,6,1,6,5,1,1,1,1/13/15 9:08,1/13/15 9:14,Autism Correction,1,4.6,-0.4,6,1,6,4,6,1,6,2,4,0,,,,3,0,0,,,,1,4,1,0,2,
1/12/15 9:13,1/12/15 9:17,1,38,1,5,2,4,56,5,2,5,5,2,5,5,5,2,1,1,1/13/15 13:54,1/13/15 14:01,Autism Correction,1,5.6,0.6,6,1,6,5,1,6,5,1,4,1,1,10,10,,0,0,0,0,0,1,4,1,0,2,
1/12/15 9:31,1/12/15 9:36,2,63,1,3,3,4,58,6,3,4,6,3,4,6,5.2,4,1,1,1/13/15 9:04,1/13/15 9:09,Autism Correction,1,5.6,0.4,6,1,6,5,2,5,6,2,4,1,2,35,17,,0,0,0,0,1,1,4,1,0,2,
1/12/15 9:19,1/12/15 9:23,1,32,1,6,1,4,89,5,1,6,5,2,5,6,5.4,2,1,1,1/13/15 10:21,1/13/15 10:28,Autism Correction,1,5.4,0,6,2,5,5,2,5,6,1,4,1,3,9,0,,0,0,1,1,0,1,4,1,0,2,
1/12/15 9:22,1/12/15 9:24,1,23,1,3,3,4,18,6,1,6,4,1,6,6,5.6,1,1,1,1/13/15 9:06,1/13/15 9:10,Autism Correction,1,5.8,0.2,6,1,6,5,1,6,6,2,4,0,,,,3,0,1,,,,1,4,1,0,3,
1/12/15 10:35,1/12/15 10:38,1,23,5,4,1,4,50,5,2,5,6,1,6,6,5.6,1,1,1,1/13/15 10:19,1/13/15 10:22,Autism Correction,1,5.4,-0.2,6,1,6,5,2,5,5,2,4,0,,,,3,0,0,,,,1,4,1,0,3,
1/12/15 9:29,1/12/15 9:34,1,30,1,4,1,4,12,6,1,6,5,1,6,6,5.8,1,1,1,1/13/15 10:23,1/13/15 10:27,Autism Correction,1,5.8,0,6,1,6,5,1,6,6,1,4,0,,,,0,0,0,,,,1,4,1,0,3,
1/12/15 9:27,1/12/15 9:32,2,27,1,2,5,4,0,6,1,6,5,1,6,6,5.8,2,1,1,1/13/15 9:34,1/13/15 9:39,Autism Correction,1,5.8,0,6,1,6,5,1,6,6,1,4,0,,,,3,0,0,,,,1,4,1,0,3,
