"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q43_First.Click","Q43_Last.Click","Q43_Page.Submit","Q43_Click.Count","Vax3_Vax1_1","Vax3_Vax1_2","Vax3_Vax1_3","Vax3_Vax1_4","Vax3_Vax1_5","Vax3_Vax1_6","Vax3_Vax1_check","Vax3_Vax1_33","Vax3_Vax1_34","Vax3_Vax1_35","Vax3_Vax1_36","SC0","SC1","workerId","assignmentId","hitId","study_time","payment"
"11","2018-03-29 07:02:02","2018-03-29 07:02:55","0","8bbea1480cfb6f4c","100","53","1","2018-03-29 07:02:55","R_cZyeMpRLAYM4flL","","","","","42.407196044922","-76.515899658203","anonymous","EN","0","0","5.949","0","1","6","5","1","3","1","5","6","2","6","1","26","1","97d3491547a2459a","3EJPLAJKEMGD7S2B0MH7L7OY5OJ6ZL","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"12","2018-03-29 07:01:47","2018-03-29 07:03:00","0","1474d55a6357b4ad","100","73","1","2018-03-29 07:03:00","R_1N9D6DJIyqB12mt","","","","","40.503494262695","-80.078399658203","anonymous","EN","0","0","17.819","0","2","5","6","1","4","3","5","6","5","6","1","26","1","7432708578259135","3483FV8BEEJN1HZZBF8TYWERKFK269","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"13","2018-03-29 07:02:03","2018-03-29 07:03:10","0","e62fde3162a92dd1","100","67","1","2018-03-29 07:03:10","R_3hoqpAnm2L1qyrw","","","","","40.751693725586","-73.883201599121","anonymous","EN","0","0","5.716","0","2","5","5","3","5","2","5","5","2","5","2","24","1","2a6af31f76271f94","3LOTDFNYA7Z5WQQHQS04G97THLHWFN","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"14","2018-03-29 07:02:43","2018-03-29 07:03:33","0","c7f2d4c16f955619","100","50","1","2018-03-29 07:03:33","R_1ItlUDUTu39tOgO","","","","","40.771194458008","-74.206802368164","anonymous","EN","0","0","5.868","0","2","5","5","2","4","2","5","5","3","5","2","24","1","fabe72b4cbb20f93","32SVAV9L3F9D917L5S3AXBL5MCAA3I","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"15","2018-03-29 07:00:32","2018-03-29 07:04:09","0","8fe40906bb41a61d","100","216","1","2018-03-29 07:04:09","R_Td798SQSEqiEdeF","","","","","40.848297119141","-73.972503662109","anonymous","EN","0","0","71.229","0","1","6","6","1","5","1","5","6","1","6","1","29","1","5ecaa79f04fa271a","3A4NIXBJ76ZVR66Z81XF2OAMGFPMLR","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"16","2018-03-29 07:03:38","2018-03-29 07:04:35","0","91b568dc60563762","100","56","1","2018-03-29 07:04:35","R_3GB2D5LI8A3E5r4","","","","","40.53059387207","-76.622901916504","anonymous","EN","0","0","5.823","0","3","5","5","3","5","2","5","5","3","5","2","23","1","4d79a83ac7710e6c","33C7UALJVLY3GA0RLQ5DDR0DY4W81K","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"17","2018-03-29 07:04:31","2018-03-29 07:05:07","0","0bd4199a3210dcdc","100","35","1","2018-03-29 07:05:07","R_3R7sibafb69y3GI","","","","","32.08349609375","-81.099800109863","anonymous","EN","0","0","5.979","0","1","5","6","1","5","1","5","6","4","5","1","28","1","c819c1ed791f5d49","3TEM0PF1Q5XFQGB06FCTLEV443N0DF","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"18","2018-03-29 07:02:19","2018-03-29 07:05:25","0","f06176d509a875fb","100","185","1","2018-03-29 07:05:25","R_3JKKCgc1ifyoXQT","","","","","53.347198486328","-6.243896484375","anonymous","EN","17.061","17.061","18.733","1","3","3","2","5","3","4","5","3","5","4","3","14","1","18f724ede77c0247","3EO896NRAWVT9B8JEDME8NSM6YGJTN","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"19","2018-03-29 07:03:48","2018-03-29 07:05:51","0","5257a03e0577b28a","100","123","1","2018-03-29 07:05:51","R_es75Jpb0yRrbNTj","","","","","42.428100585938","-71.05460357666","anonymous","EN","0","0","16.151","0","3","5","4","3","4","4","5","5","3","5","2","21","1","915a097b5b475070","39LOEL67OS5ZQDE68UJW1KFAWOA387","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"20","2018-03-29 07:05:07","2018-03-29 07:06:00","0","0cbeddb2eca7651a","100","53","1","2018-03-29 07:06:01","R_3frmDrWkHoo4vnP","","","","","43.175598144531","-71.410400390625","anonymous","EN","0","0","11.793","0","1","6","6","1","5","1","5","6","2","6","1","29","1","2fe74f239b688ff9","3LPW2N6LKT202P8NPG8UC9VJ7BT5UF","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"21","2018-03-29 07:05:50","2018-03-29 07:06:43","0","f28b0f7f08169c54","100","53","1","2018-03-29 07:06:43","R_24q3dlCkuaK983K","","","","","44.97590637207","-93.216598510742","anonymous","EN","0","0","7.987","0","1","6","6","1","5","2","5","6","1","6","1","29","1","f102480e8540e270","3TXMY6UCAEOT9HALNHBXGE44W79QC3","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"22","2018-03-29 07:06:05","2018-03-29 07:06:44","0","265567c7888a9dec","100","39","1","2018-03-29 07:06:44","R_28MsxOxlL7XqNKI","","","","","45.039993286133","-93.485298156738","anonymous","EN","0","0","5.804","0","1","6","6","1","6","1","5","6","1","6","1","30","1","a41812dfc1e82d45","3IGI0VL647K9F9UWXUS77K3GGA5NOA","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"23","2018-03-29 07:06:08","2018-03-29 07:07:03","0","6834fb44c5f3d8f4","100","54","1","2018-03-29 07:07:03","R_3PmKyukLS4YKQ92","","","","","36.317001342773","-76.275398254395","anonymous","EN","0","0","6.543","0","1","6","6","1","6","1","5","6","1","6","1","30","1","6a422fce22a15879","3ZPPDN2SLVW2EGDD2666K7EI7JIE9Y","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"24","2018-03-29 07:06:17","2018-03-29 07:07:38","0","deab4aece3a35980","100","80","1","2018-03-29 07:07:38","R_40ldUT0o8odjmEx","","","","","37.751007080078","-97.821998596191","anonymous","EN","2.385","3.617","5.945","2","2","6","5","2","5","2","5","6","3","5","2","26","1","ea608dc8b8361f5e","3KJYX6QCM9B8M3C8J8MT95G73JXVJG","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"25","2018-03-29 07:07:21","2018-03-29 07:08:07","0","8144e610e2ea90f8","100","45","1","2018-03-29 07:08:07","R_d1reVQ5BK9FLkcN","","","","","42.768402099609","-78.887100219727","anonymous","EN","0","0","12.154","0","1","6","6","1","3","1","5","6","1","6","1","27","1","011adea7fed9cc9e","3OE22WJIGIOPVBRL98WXAKQA37GQUD","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"26","2018-03-29 07:08:00","2018-03-29 07:08:55","0","86ca1a89e1a6e48c","100","54","1","2018-03-29 07:08:55","R_A4LsbwadOq2Bzpf","","","","","41.39909362793","-81.607398986816","anonymous","EN","0","0","6.687","0","1","6","6","1","4","1","5","6","3","6","1","28","1","8957fad09a49c714","3HRMW88U16QIUAHDJ8BW44IYDHFM0J","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"27","2018-03-29 07:07:46","2018-03-29 07:09:07","0","3a05705f2ce91b0b","100","80","1","2018-03-29 07:09:07","R_3ensSNnVjulebv4","","","","","35.882598876953","-80.896697998047","anonymous","EN","0","0","7.284","0","4","4","3","5","2","4","5","2","4","2","3","14","1","c8675d8b0a70924e","30MVJZJNHMDAPWZ5G7HXHNRACREJ9O","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"28","2018-03-29 07:04:09","2018-03-29 07:09:10","0","38f4d6f70f40c541","100","300","1","2018-03-29 07:09:10","R_2pJG7dCxg3W1ea0","","","","","37.99690246582","-84.746597290039","anonymous","EN","220.096","248.002","253.604","16","2","5","5","3","4","4","5","5","3","5","1","23","1","d77afe4816ab1259","3CPLWGV3MOZ68MQQV59PAU8RLBJN9W","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"29","2018-03-29 07:08:45","2018-03-29 07:10:00","0","57cc23a8dc430b19","100","74","1","2018-03-29 07:10:00","R_2trGgmTTTWz1Oo7","","","","","41.930999755859","-88.009002685547","anonymous","EN","0","0","6.022","0","2","5","5","2","3","4","5","5","4","4","2","23","1","ff490567d84435e3","35DR22AR5DKP5EFEG2VOHJW3NXK3XG","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"30","2018-03-29 07:12:59","2018-03-29 07:13:52","0","deb0c1ff6a34098e","100","53","1","2018-03-29 07:13:52","R_vSOxoPrwzuhmuLD","","","","","38.32829284668","-85.695701599121","anonymous","EN","0","0","12.312","0","2","5","5","2","5","5","5","5","6","5","1","25","1","1babda507277c373","37U1UTWH9VMR9FZ8JKKSJIIQ22PR8Y","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"31","2018-03-29 07:12:51","2018-03-29 07:15:25","0","744d751b053ca406","100","154","1","2018-03-29 07:15:25","R_cAB4JitwrZO6bxD","","","","","33.80419921875","-83.889297485352","anonymous","EN","0","0","75.633","0","2","2","5","2","4","2","5","5","4","4","1","21","1","1241815c1d2c20a0","3907X2AHF05VBNH4QB724W58FKA2PF","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"32","2018-03-29 07:14:44","2018-03-29 07:15:37","0","999642221cb7357c","100","52","1","2018-03-29 07:15:38","R_32Yrhsuy6tS9b5H","","","","","10.5","-66.916702270508","anonymous","EN","6.741","6.741","6.864","1","1","6","6","1","6","1","5","6","1","6","1","30","1","267bd5b6c82494f3","3X0H8UUIT1OE0VV3WC03N8Q86BDSW4","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"33","2018-03-29 07:15:12","2018-03-29 07:15:51","0","15e6b27e7409ce76","100","38","1","2018-03-29 07:15:51","R_2Eyslzr0YGdQMTE","","","","","41.313400268555","-81.497398376465","anonymous","EN","0","0","6.388","0","1","6","6","1","6","1","5","6","1","6","1","30","1","e6d696bfbb1430c7","3I02618YA064VZQ69VH8AF00YBUPUL","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"34","2018-03-29 07:15:54","2018-03-29 07:16:33","0","5e67f83ddd741996","100","39","1","2018-03-29 07:16:34","R_2aFdnVA9SCoL9CD","","","","","38.874893188477","-77.032501220703","anonymous","EN","0","0","11.92","0","1","6","6","1","6","1","5","6","1","6","1","30","1","777aa436d9bc77e1","30ZX6P7VF8VZPCE6VY2I70JW6L5J2X","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"35","2018-03-29 07:16:01","2018-03-29 07:16:34","0","2d8dbab4117a0af5","100","32","1","2018-03-29 07:16:34","R_UxZgZkj2TcZ1adb","","","","","35.22770690918","-80.843902587891","anonymous","EN","0","0","6.246","0","6","6","6","1","6","1","5","6","1","6","1","25","1","848cd9f9f67857da","36WLNQG78ZAL29SA0QK2BD98VJMEB9","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"36","2018-03-29 07:17:06","2018-03-29 07:17:57","0","da384548a0d21ae4","100","51","1","2018-03-29 07:17:58","R_1IAzMBiNAWbtpnR","","","","","41.396896362305","-87.32740020752","anonymous","EN","0","0","5.718","0","1","5","5","1","5","1","5","6","1","6","1","27","1","c273d5a402fba613","3Y54SXRO1LL2NRJDQCQSFP1XNEGTUV","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"37","2018-03-29 07:18:27","2018-03-29 07:19:19","0","8b26eb13d9abc8ac","100","52","1","2018-03-29 07:19:20","R_3mC3CD1IXgjCIF3","","","","","36.796798706055","-76.176696777344","anonymous","EN","0","0","6.801","0","6","6","6","1","6","1","5","6","1","6","1","25","1","9b134da16e035c4a","3DI28L7YXAEKPBAIYTRD51WZ97W1EE","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"38","2018-03-29 07:20:42","2018-03-29 07:21:06","0","4e606d007103b95b","100","24","1","2018-03-29 07:21:07","R_1NEYzmYeBwK15KJ","","","","","43.666702270508","-79.416702270508","anonymous","EN","0","0","5.673","0","1","1","3","2","1","6","5","1","3","1","6","16","1","4cd101392b30311a","3WYGZ5XF3WFN5V1M7YH0ZXWDJ44KS0","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"39","2018-03-29 07:20:22","2018-03-29 07:21:24","0","c1f72da62c16671b","100","61","1","2018-03-29 07:21:24","R_1gAx0pp08JkGro1","","","","","33.831207275391","-117.60530090332","anonymous","EN","0","0","6.138","0","1","6","6","1","6","1","5","6","1","6","1","30","1","9eaae8e9001d2785","39DD6S19JPBHK7VQ6405XVGBMM8EZF","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"40","2018-03-29 07:21:19","2018-03-29 07:21:55","0","0f4eeff55af21797","100","36","1","2018-03-29 07:21:55","R_1P80H81C9IOOzsY","","","","","40.784896850586","-77.84700012207","anonymous","EN","0","0","5.976","0","1","6","6","2","6","1","5","6","1","6","1","29","1","a397e62a731abd36","35H6S234SA0F0EIMTYARW3H34PD65G","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"41","2018-03-29 07:22:05","2018-03-29 07:23:02","0","d735d5569de04e4a","100","57","1","2018-03-29 07:23:03","R_2AX367QEse02KRP","","","","","43.014099121094","-85.600898742676","anonymous","EN","0","0","5.984","0","1","6","6","1","6","4","5","6","2","6","1","30","1","62c75eb944f14925","3137ONMDKG5HTQ0LGCCGCO05BWFGET","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"42","2018-03-29 07:23:41","2018-03-29 07:24:27","0","0b65434dcd2b41f6","100","45","1","2018-03-29 07:24:27","R_3OpJRkvmcUtQduU","","","","","35.989898681641","-79.698402404785","anonymous","EN","0","0","8.337","0","4","4","4","4","4","4","5","4","6","4","2","18","1","fc9cae410a042051","3QAVNHZ3EM4UP5XABY7ATXFMMY3LA9","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"43","2018-03-29 07:24:47","2018-03-29 07:25:22","0","79670636094edd7b","100","34","1","2018-03-29 07:25:22","R_2e9W1OVNGT78Inc","","","","","33.866104125977","-118.05279541016","anonymous","EN","0","0","5.801","0","1","6","6","1","6","1","5","6","2","6","1","30","1","839923d22dac6e37","3PDJHANYK5GRG72HU0B0L0KT9Y46HX","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"44","2018-03-29 07:25:22","2018-03-29 07:26:13","0","199b92cbf2ea52f1","100","51","1","2018-03-29 07:26:14","R_yRdmoDiXKupctLr","","","","","40.939498901367","-75.969497680664","anonymous","EN","0","0","6.318","0","3","6","5","2","5","2","5","5","3","5","1","25","1","501c183fd5b320a7","3WI0P0II61S3QAVZ0SV85AWRDTPRD7","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"45","2018-03-29 07:24:10","2018-03-29 07:27:23","0","38b4effd7fe5e1bb","100","192","1","2018-03-29 07:27:24","R_SOaiZsasqjsJL4R","","","","","39.893798828125","-105.114402771","anonymous","EN","0","0","154.691","0","1","6","6","1","6","1","5","6","1","6","1","30","1","5589b96a5cdec648","3EA3QWIZ4IVXE0ODWV1EWMDMTJUTIO","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"46","2018-03-29 07:28:57","2018-03-29 07:29:32","0","a02ddd2e3a60a6d1","100","34","1","2018-03-29 07:29:33","R_pm8WQX3zS5zcYdr","","","","","39.919296264648","-75.418998718262","anonymous","EN","0","0","5.97","0","1","6","6","1","6","1","5","6","1","6","1","30","1","ba012f4f9f5681c5","37Q970SNZE8LZUF0ZOBIUI0EAY4S15","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"47","2018-03-29 07:34:48","2018-03-29 07:36:34","0","b62f130d92e17af8","100","106","1","2018-03-29 07:36:34","R_10AUaDIr0hZbI2C","","","","","28.451705932617","-81.465301513672","anonymous","EN","18.481","18.481","18.818","1","1","6","6","1","6","1","5","6","1","6","1","30","1","b3da8fa2f13cb823","31QNSG6A5RTHRWFTA6MME1RQ1QZ87K","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"48","2018-03-29 07:36:15","2018-03-29 07:36:49","0","6536aaea80ae4524","100","34","1","2018-03-29 07:36:50","R_BPb9iO3JDhEkaGd","","","","","40.595306396484","-74.617301940918","anonymous","EN","0","0","5.844","0","2","6","6","2","5","1","5","6","2","6","1","27","1","8819223f51e994fb","36W0OB37HWET4HMSW58BIYDOE22ZHI","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"49","2018-03-29 07:36:27","2018-03-29 07:37:38","0","422e76c14818fe8c","100","71","1","2018-03-29 07:37:39","R_1drXkY61CfyHreM","","","","","42.186996459961","-88.346496582031","anonymous","EN","0","0","6.659","0","2","5","5","2","5","2","5","5","5","5","2","25","1","6e5bb75cf175a261","3O6CYIULED1UF8N7LHV3298WR80UWO","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"50","2018-03-29 07:34:52","2018-03-29 07:37:47","0","393b9e62d3ad5942","100","174","1","2018-03-29 07:37:47","R_ekVQokFzouooGC5","","","","","39.835205078125","-84.254997253418","anonymous","EN","0","0","15.531","0","4","4","3","3","4","3","5","3","3","2","3","18","1","b3eea0ab86e94757","304SM51WA34MCSXS1L470UDNWAXSBQ","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"51","2018-03-29 07:39:14","2018-03-29 07:39:51","0","15fceb3ce28f2583","100","36","1","2018-03-29 07:39:51","R_1HhOXTgZNXX0vFb","","","","","35.419799804688","-80.674797058105","anonymous","EN","6.053","6.053","6.818","1","1","6","6","1","6","1","5","6","1","6","1","30","1","edbeb6f7f165e625","3IFS6Q0HJIJWZ0BY7VWOMHH0R0FISN","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"52","2018-03-29 07:40:40","2018-03-29 07:41:40","0","bde7c2830af6e754","100","60","1","2018-03-29 07:41:40","R_33g6jVQ0WcTOk7M","","","","","29.651596069336","-82.324798583984","anonymous","EN","0","0","5.76","0","1","6","6","1","6","1","5","6","1","6","1","30","1","5317d411e404c8c3","3CPLWGV3MOZ68MQQV59PAU8RLBN9NM","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"53","2018-03-29 07:42:41","2018-03-29 07:43:51","0","579bdc3fa972f1f5","100","70","1","2018-03-29 07:43:51","R_2agUYBwUb2Zi4ZW","","","","","36.517105102539","-85.814903259277","anonymous","EN","0","0","10.184","0","2","4","4","3","5","2","5","5","2","4","1","22","1","28574e112b56be05","3A1PQ49WVHHW9L1KOUZJQ4TC1NM1HS","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"54","2018-03-29 07:44:55","2018-03-29 07:45:38","0","8bae989455237050","100","43","1","2018-03-29 07:45:38","R_2cuNmjgCQV4o61G","","","","","38.852096557617","-104.77770233154","anonymous","EN","0","0","6.352","0","3","4","4","3","3","3","5","4","3","4","3","19","1","deab1cb579d77908","3JC6VJ2SABJGNGUPJBR3C8JP086A5D","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"55","2018-03-29 07:44:45","2018-03-29 07:45:42","0","a4161c6ec3f4a3be","100","56","1","2018-03-29 07:45:42","R_1o5T2BLJwZtG4h8","","","","","38.828903198242","-91.974403381348","anonymous","EN","0","0","8.814","0","1","6","6","1","5","2","5","5","1","5","2","29","1","ec0ec04d3469682d","3PJUZCGDJ6GL5F3MP3K6SXIWWGM89V","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"56","2018-03-29 07:43:50","2018-03-29 07:46:16","0","cb504f6704d77036","100","145","1","2018-03-29 07:46:16","R_3I6u1MwJUepvUTJ","","","","","43.087997436523","-87.976402282715","anonymous","EN","0","0","5.903","0","4","3","2","4","3","5","5","2","4","2","5","14","1","0aca09851b71d6d1","3ZSY5X72NXBUU7MOQ19OG48QH7VRO3","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
"57","2018-03-29 07:47:37","2018-03-29 07:48:44","0","9b6e7c083d2ae8fa","100","67","1","2018-03-29 07:48:45","R_1Cf1YjU2jakmy5P","","","","","41.469802856445","-81.849403381348","anonymous","EN","0","0","6.694","0","1","6","6","1","6","1","5","6","1","6","1","30","1","0b8cea2dd1ad1b91","308Q0PEVB8DEULFZYPWX5MCAZCU9I7","3UOMW19E6D61UBTTDNISUJEQYR3C59","2","$0.25"
